seed,density,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
219,22,5,47,27,0.0006057909922674298,19,8896,da2,
219,22,5,75,56,0.00038120895624160767,19,5744,a2,
219,22,5,81,62,0.0006718749646097422,19,5128,lee,
219,22,7,42,22,0.0002757089678198099,20,2440,larbsa,MERGEINTRAIL R:20
219,22,11,39,20,0.000250167038757354,19,1928,larbsa-pythag,MERGEPOINT R:17
219,22,5,42,23,0.000340958999004215,19,2432,larbsa-pruned,MERGEDIRECT R:20
219,22,5,45,26,0.000534999999217689,19,2520,larbsa-pruned-spacing,MERGEDIRECT R:20
219,22,9,52,39,0.0005891670007258654,13,1976,larbsa-8-pruned-spacing,MERGEDIRECT R:13
219,22,2,45,40,0.0006644169916398823,5,3368,rrt,
219,22,9,59,46,0.0010154590127058327,13,5840,jps,
219,22,5,81,62,0.0005455840146169066,19,3384,bf,
219,22,4,81,62,0.00032700004521757364,19,3712,spfa,
220,22,8,47,27,0.0005814589676447213,19,8832,da2,
220,22,8,45,26,0.00022362498566508293,19,5744,a2,
220,22,8,80,61,0.0006530829705297947,19,5128,lee,
220,22,8,36,16,0.0002455409849062562,20,1832,larbsa,MERGEINTRAIL R:17
220,22,12,46,27,0.00038908299757167697,19,2488,larbsa-pythag,MERGEPOINT R:35
220,22,8,36,17,0.00031450000824406743,19,1824,larbsa-pruned,MERGEDIRECT R:17
220,22,8,36,17,0.00046691601164638996,19,1824,larbsa-pruned-spacing,MERGEDIRECT R:17
220,22,9,39,25,0.0005278330063447356,14,1808,larbsa-8-pruned-spacing,MERGEDIRECT R:13
220,22,3,48,42,0.0007273750379681587,6,3368,rrt,
220,22,9,39,27,0.0005590000073425472,12,2984,jps,
220,22,8,81,62,0.02365183300571516,19,3384,bf,
220,22,7,81,62,0.00031933304853737354,19,3712,spfa,
221,22,2,40,20,0.0007061659707687795,19,7176,da2,
221,22,3,78,59,0.0005533329676836729,19,5712,a2,
221,22,3,84,65,0.0007385420030914247,19,5128,lee,
