seed,density,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
286,29,6,48,26,0.000987707986496389,21,9992,da2,
286,29,3,61,42,0.0002817499917000532,19,5744,a2,
286,29,3,76,57,0.0006165829836390913,19,5128,lee,
286,29,6,35,13,0.0002547919866628945,22,2368,larbsa,MERGEINTRAIL R:19
286,29,13,71,46,0.0004867080133408308,25,3576,larbsa-pythag,MERGEPOINT R:43
286,29,7,35,14,0.0003236670163460076,21,2360,larbsa-pruned,MERGEDIRECT R:19
286,29,7,35,14,0.00040550000267103314,21,2360,larbsa-pruned-spacing,MERGEDIRECT R:19
286,29,8,108,91,0.0012462500017136335,17,4728,larbsa-8-pruned-spacing,MERGEDIRECT R:57
286,29,4,29,23,0.0002499590045772493,6,1736,rrt,
286,29,9,39,27,0.0005643330514431,12,2984,jps,
286,29,3,76,57,0.0009288750006817281,19,3384,bf,
286,29,3,76,57,0.00028679100796580315,19,3712,spfa,
287,29,3,35,15,0.00043904100311920047,19,6096,da2,
287,29,3,65,46,0.00038174999644979835,19,5680,a2,
287,29,3,65,46,0.0005448330193758011,19,5128,lee,
287,29,3,34,14,0.00023958302335813642,20,1744,larbsa,MERGEINTRAIL R:17
287,29,11,44,25,0.00026341696502640843,19,2296,larbsa-pythag,MERGEPOINT R:18
287,29,3,34,15,0.0003090419922955334,19,1736,larbsa-pruned,MERGEDIRECT R:17
287,29,5,36,17,0.0004853340215049684,19,1768,larbsa-pruned-spacing,MERGEDIRECT R:17
287,29,10,47,35,0.0005530000198632479,12,1952,larbsa-8-pruned-spacing,MERGEDIRECT R:12
287,29,3,15,10,9.91669949144125e-05,5,920,rrt,
287,29,9,35,24,0.0005634159897454083,11,3016,jps,
287,29,3,77,58,0.021868999989237636,19,3384,bf,
287,29,10,77,58,0.000280542008113116,19,3712,spfa,
288,29,7,42,22,0.00063308299286291,19,7160,da2,
288,29,7,65,46,0.00033854105276986957,19,5744,a2,
288,29,7,77,58,0.0006165830418467522,19,5128,lee,
288,29,7,37,17,0.0002472499618306756,20,1872,larbsa,MERGEINTRAIL R:17
288,29,11,37,18,0.00025108299450948834,19,1864,larbsa-pythag,MERGEPOINT R:17
288,29,7,37,18,0.00031812500674277544,19,1864,larbsa-pruned,MERGEDIRECT R:17
288,29,7,39,20,0.0004550830344669521,19,1896,larbsa-pruned-spacing,MERGEDIRECT R:17
288,29,9,57,42,0.0006114169955253601,15,2240,larbsa-8-pruned-spacing,MERGEDIRECT R:15
288,29,4,33,27,0.0004226249875500798,6,1736,rrt,
288,29,9,41,30,0.0006285409908741713,11,2984,jps,
288,29,7,77,58,0.0009319579694420099,19,3384,bf,
288,29,9,77,58,0.0002879170351661742,19,3712,spfa,
289,29,6,46,24,0.0006522499606944621,21,8904,da2,
289,29,5,61,42,0.0003232919843867421,19,5744,a2,
289,29,5,67,48,0.0005581250297836959,19,5128,lee,
289,29,10,45,21,0.0002875829814001918,24,2544,larbsa,MERGEINTRAIL R:21
289,29,12,39,18,0.0002698749885894358,21,2440,larbsa-pythag,MERGEPOINT R:19
289,29,5,45,26,0.0003576669842004776,19,2488,larbsa-pruned,MERGEDIRECT R:21
289,29,7,65,46,0.0007983340183272958,19,2848,larbsa-pruned-spacing,MERGEDIRECT R:34
289,29,9,47,32,0.0005517909885384142,15,1984,larbsa-8-pruned-spacing,MERGEINTRAIL R:16
289,29,3,34,29,0.00042687496170401573,5,1736,rrt,
289,29,9,40,28,0.0005809590220451355,12,3016,jps,
289,29,5,77,58,0.021871124976314604,19,3384,bf,
289,29,5,77,58,0.000272583041805774,19,3712,spfa,
291,29,5,36,16,0.0006151670240797102,19,5424,da2,
291,29,5,45,26,0.00023866601986810565,19,5712,a2,
291,29,5,76,57,0.000587416987400502,19,5128,lee,
291,29,5,34,14,0.0002442499971948564,20,1752,larbsa,MERGEINTRAIL R:17
291,29,9,39,20,0.00027370802126824856,19,2408,larbsa-pythag,MERGEPOINT R:20
291,29,5,34,15,0.00031108298571780324,19,1744,larbsa-pruned,MERGEDIRECT R:17
291,29,7,34,15,0.00042508303886279464,19,1744,larbsa-pruned-spacing,MERGEDIRECT R:17
291,29,7,44,31,0.0004988330183550715,13,1792,larbsa-8-pruned-spacing,MERGEINTRAIL R:14
291,29,2,38,34,0.00042858399683609605,4,1736,rrt,
291,29,9,41,29,0.0005500830011442304,12,3016,jps,
291,29,5,76,57,0.0019033750286325812,19,3384,bf,
291,29,7,76,57,0.0005226250505074859,19,3712,spfa,
292,29,5,43,23,0.000559207983314991,19,8864,da2,
292,29,5,70,51,0.0003739579697139561,19,5744,a2,
292,29,5,72,53,0.0006097080186009407,19,5128,lee,
292,29,5,39,19,0.0002597499988041818,20,1936,larbsa,MERGEINTRAIL R:17
292,29,11,42,21,0.00028362497687339783,21,2552,larbsa-pythag,MERGEPOINT R:19
292,29,5,39,20,0.0003267499851062894,19,1928,larbsa-pruned,MERGEDIRECT R:17
292,29,7,39,20,0.00047979201190173626,19,1928,larbsa-pruned-spacing,MERGEDIRECT R:17
292,29,11,51,37,0.000636707991361618,14,1984,larbsa-8-pruned-spacing,MERGEINTRAIL R:15
292,29,3,16,11,0.00013595802010968328,5,920,rrt,
292,29,9,42,31,0.0006153750000521541,11,4744,jps,
292,29,5,77,58,0.022785707958973944,19,3384,bf,
292,29,7,77,58,0.00029395800083875656,19,3712,spfa,
293,29,8,50,26,0.000802416994702071,23,10024,da2,
293,29,6,50,31,0.0002685419749468565,19,5712,a2,
293,29,6,71,52,0.0005798329948447645,19,5128,lee,
293,29,8,43,19,0.0003237089840695262,24,2544,larbsa,MERGEINTRAIL R:24
293,29,10,37,18,0.0002790840226225555,19,2352,larbsa-pythag,MERGEPOINT R:20
293,29,6,43,24,0.00039487500907853246,19,2504,larbsa-pruned,MERGEDIRECT R:24
293,29,6,43,24,0.0005234580021351576,19,2504,larbsa-pruned-spacing,MERGEDIRECT R:24
293,29,10,63,45,0.0006807909812778234,18,2808,larbsa-8-pruned-spacing,MERGEDIRECT R:21
293,29,4,55,47,0.0008602500311098993,8,3368,rrt,
293,29,9,35,24,0.0004469999694265425,11,3016,jps,
293,29,6,76,57,0.022228875022847205,19,3384,bf,
293,29,10,76,57,0.00030324998078867793,19,3712,spfa,
294,29,2,32,12,0.0005229169619269669,19,6008,da2,
294,29,3,65,46,0.0003474170225672424,19,5744,a2,
294,29,3,71,52,0.0005649160011671484,19,5128,lee,
294,29,3,32,12,0.00026066601276397705,20,1728,larbsa,MERGEINTRAIL R:17
294,29,11,42,21,0.0002836660132743418,21,2552,larbsa-pythag,MERGEPOINT R:19
294,29,3,32,13,0.00031274999491870403,19,1720,larbsa-pruned,MERGEDIRECT R:17
294,29,3,32,13,0.000382165948394686,19,1720,larbsa-pruned-spacing,MERGEDIRECT R:17
294,29,9,55,39,0.0005967919714748859,16,2320,larbsa-8-pruned-spacing,MERGEDIRECT R:18
294,29,5,63,56,0.0021481250296346843,7,3368,rrt,
294,29,9,40,28,0.000569332973100245,12,3016,jps,
294,29,3,75,56,0.02226329204859212,19,3384,bf,
294,29,5,75,56,0.0002912909840233624,19,3712,spfa,
295,29,4,35,15,0.0005099999834783375,19,6032,da2,
295,29,5,38,19,0.00020812504226341844,19,2952,a2,
295,29,5,57,38,0.0004562500398606062,19,5128,lee,
295,29,4,33,13,0.00024333398323506117,20,1736,larbsa,MERGEINTRAIL R:17
295,29,11,82,59,0.0006544589996337891,23,4192,larbsa-pythag,MERGEPOINT R:62
295,29,5,33,14,0.00031170895090326667,19,1728,larbsa-pruned,MERGEDIRECT R:17
295,29,5,33,14,0.0004239579429849982,19,1728,larbsa-pruned-spacing,MERGEDIRECT R:17
295,29,6,81,64,0.0009109170059673488,17,3096,larbsa-8-pruned-spacing,MERGEDIRECT R:38
295,29,2,50,45,0.0010755420080386102,5,3368,rrt,
295,29,7,34,20,0.00045379099901765585,14,3016,jps,
295,29,5,73,54,0.0020673340186476707,19,3384,bf,
295,29,5,73,54,0.00027712498558685184,19,3712,spfa,
296,29,6,36,16,0.000601584033574909,19,6048,da2,
296,29,5,63,44,0.000339167017955333,19,5680,a2,
296,29,5,75,56,0.0006077919970266521,19,5128,lee,
296,29,6,40,18,0.00029808300314471126,22,2528,larbsa,MERGEDIRECT R:22
296,29,11,33,14,0.0002429169835522771,19,1744,larbsa-pythag,MERGEPOINT R:17
296,29,7,40,19,0.0003720829845406115,21,2520,larbsa-pruned,MERGEDIRECT R:22
296,29,9,41,20,0.000491917016915977,21,2536,larbsa-pruned-spacing,MERGEDIRECT R:22
296,29,7,44,28,0.0005688749952241778,16,2232,larbsa-8-pruned-spacing,MERGEDIRECT R:18
296,29,2,73,68,0.0039305409882217646,5,3368,rrt,
296,29,9,36,25,0.00043870904482901096,11,2984,jps,
296,29,5,76,57,0.001403041009325534,19,3384,bf,
296,29,5,76,57,0.000365958025213331,19,3712,spfa,
