seed,density,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
141,15,5,40,20,0.0005166250048205256,19,6136,da2,
141,15,5,87,68,0.0004999999655410647,19,11624,a2,
141,15,5,87,68,0.0007125420379452407,19,8968,lee,
141,15,6,42,20,0.0002716250019147992,22,2536,larbsa,MERGEDIRECT R:20
141,15,11,41,22,0.0002667919616214931,19,2224,larbsa-pythag,MERGEPOINT R:18
141,15,7,42,21,0.0003459579893387854,21,2528,larbsa-pruned,MERGEDIRECT R:20
141,15,7,42,23,0.0005155000253580511,19,2504,larbsa-pruned-spacing,MERGEDIRECT R:19
141,15,9,46,33,0.0005462910048663616,13,2008,larbsa-8-pruned-spacing,MERGEDIRECT R:12
141,15,3,43,37,0.0004629170289263129,6,3368,rrt,
141,15,9,46,35,0.0007765410118736327,11,6032,jps,
141,15,5,87,68,0.0003265840350650251,19,6904,bf,
141,15,4,87,68,0.00031587498961016536,19,6904,spfa,
142,15,6,47,23,0.0006088750087656081,23,10064,da2,
142,15,6,76,57,0.0004082079976797104,19,5744,a2,
142,15,6,88,69,0.0007359170122072101,19,8968,lee,
142,15,5,45,25,0.0002700840122997761,20,2544,larbsa,MERGEINTRAIL R:20
142,15,8,49,30,0.0002859999658539891,19,2592,larbsa-pythag,MERGEPOINT R:21
142,15,6,45,26,0.0003400409477762878,19,2536,larbsa-pruned,MERGEINTRAIL R:20
142,15,8,42,23,0.00048812502063810825,19,1960,larbsa-pruned-spacing,MERGEDIRECT R:17
142,15,9,61,46,0.0007066670223139226,15,2176,larbsa-8-pruned-spacing,MERGEDIRECT R:16
142,15,3,20,14,0.00013699999544769526,6,920,rrt,
142,15,9,31,20,0.00039679097244516015,11,3016,jps,
142,15,6,88,69,0.000815875013358891,19,6904,bf,
142,15,6,88,69,0.0003184169763699174,19,6904,spfa,
143,15,3,51,31,0.000711957982275635,19,10008,da2,
143,15,3,77,58,0.00039479200495406985,19,5744,a2,
143,15,3,87,68,0.0007208749884739518,19,8968,lee,
143,15,8,48,26,0.00031170801958069205,22,2624,larbsa,MERGEINTRAIL R:23
143,15,9,46,27,0.00028845801716670394,19,2480,larbsa-pythag,MERGEPOINT R:21
143,15,5,48,27,0.00038466701516881585,21,2616,larbsa-pruned,MERGEDIRECT R:23
143,15,5,53,34,0.000605874985922128,19,2704,larbsa-pruned-spacing,MERGEDIRECT R:23
143,15,9,51,40,0.0005532079958356917,11,2016,larbsa-8-pruned-spacing,MERGEINTRAIL R:9
143,15,1,43,40,0.0004908749833703041,3,3368,rrt,
143,15,8,34,24,0.0004248330369591713,10,3016,jps,
143,15,3,87,68,0.0010433749994263053,19,6904,bf,
143,15,5,87,68,0.00031583302188664675,19,6904,spfa,
144,15,0,34,14,0.00043404201278463006,19,6088,da2,
144,15,1,86,67,0.00048633303958922625,19,11656,a2,
144,15,1,88,69,0.00073050003265962,19,8968,lee,
144,15,0,35,15,0.0002377500059083104,20,1768,larbsa,MERGEINTRAIL R:17
144,15,11,44,25,0.000258082989603281,19,2000,larbsa-pythag,MERGEPOINT R:17
144,15,1,35,16,0.0003036670386791229,19,1760,larbsa-pruned,MERGEDIRECT R:17
144,15,7,47,28,0.000532834033947438,19,2024,larbsa-pruned-spacing,MERGEDIRECT R:17
144,15,8,61,47,0.0006801660056225955,14,2224,larbsa-8-pruned-spacing,MERGEDIRECT R:12
144,15,2,68,63,0.0013895839801989496,5,3368,rrt,
144,15,8,34,24,0.0004272499936632812,10,3080,jps,
144,15,1,88,69,0.0005825419793836772,19,6904,bf,
144,15,7,88,69,0.00031970901181921363,19,6904,spfa,
145,15,2,36,16,0.0005122500006109476,19,5976,da2,
145,15,3,88,69,0.0005008330335840583,19,11656,a2,
145,15,3,88,69,0.0007327090133912861,19,8968,lee,
145,15,3,35,15,0.00023808301193639636,20,1840,larbsa,MERGEINTRAIL R:17
