seed,density,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
0,1,2,36,16,0.0005789580172859132,19,9560,da2,
0,1,1,99,80,0.0007404999923892319,19,14600,a2,
0,1,1,99,80,0.0009459580178372562,19,8968,lee,
0,1,0,37,17,0.00026216701371595263,20,1856,larbsa,MERGEINTRAIL R:17
0,1,11,49,30,0.0002903339918702841,19,2064,larbsa-pythag,MERGEPOINT R:17
0,1,1,37,18,0.0003600000054575503,19,2296,larbsa-pruned,MERGEDIRECT R:17
0,1,5,50,31,0.0007810000097379088,19,3272,larbsa-pruned-spacing,MERGEDIRECT R:17
0,1,7,64,51,0.0014095829683355987,13,5632,larbsa-8-pruned-spacing,MERGEDIRECT R:11
0,1,1,9,6,0.00022241700207814574,3,512,rrt,
0,1,9,60,49,0.00265745900105685,11,11560,jps,
0,1,1,99,80,0.0005039999959990382,19,11048,bf,
0,1,1,99,80,0.00047745800111442804,19,11960,spfa,
1,1,3,36,16,0.0004486659890972078,19,6640,da2,
1,1,3,99,80,0.0005867090076208115,19,11688,a2,
1,1,3,99,80,0.0008870410383678973,19,8968,lee,
1,1,3,37,17,0.0002483329735696316,20,1856,larbsa,MERGEINTRAIL R:17
1,1,11,49,30,0.0002875410136766732,19,2064,larbsa-pythag,MERGEPOINT R:17
1,1,3,37,18,0.0003165419911965728,19,1848,larbsa-pruned,MERGEDIRECT R:17
1,1,7,50,31,0.0006252919556573033,19,2072,larbsa-pruned-spacing,MERGEDIRECT R:17
1,1,8,51,41,0.0007471249555237591,10,1872,larbsa-8-pruned-spacing,MERGEINTRAIL R:8
1,1,4,77,71,0.001873083005193621,6,3368,rrt,
1,1,8,41,31,0.0007522499654442072,10,3080,jps,
1,1,3,99,80,0.0004599160165525973,19,9200,bf,
1,1,1,99,80,0.00046449998626485467,19,12016,spfa,
2,1,2,42,22,0.00045312504516914487,19,7288,da2,
2,1,2,99,80,0.0005497499951161444,19,11752,a2,
2,1,2,99,80,0.000867667025886476,19,8968,lee,
2,1,2,42,22,0.00024929200299084187,20,1936,larbsa,MERGEINTRAIL R:17
2,1,12,48,29,0.0002574169775471091,19,2040,larbsa-pythag,MERGEPOINT R:17
2,1,2,42,23,0.00031400000443682075,19,1928,larbsa-pruned,MERGEDIRECT R:17
2,1,6,48,29,0.0006449579959735274,19,2040,larbsa-pruned-spacing,MERGEDIRECT R:17
2,1,9,59,48,0.000824499991722405,11,2160,larbsa-8-pruned-spacing,MERGEDIRECT R:10
2,1,0,1,0,1.5208031982183456e-05,2,240,rrt,
2,1,8,40,30,0.0007254590163938701,10,3080,jps,
2,1,2,99,80,0.00036512495717033744,19,6904,bf,
2,1,1,99,80,0.00035674998071044683,19,6904,spfa,
