seed,density,numberOfRightAngleTurns,visitSize,visitExcess,duration,pathSize,maxMemory,algorithm,message
10,2,2,36,16,0.00044429098488762975,19,6176,da2,
10,2,1,98,79,0.0005742090288549662,19,11688,a2,
10,2,1,98,79,0.0008613329846411943,19,8968,lee,
10,2,0,37,17,0.00023983302526175976,20,1856,larbsa,MERGEINTRAIL R:17
10,2,11,47,28,0.00026458402862772346,19,2048,larbsa-pythag,MERGEPOINT R:17
10,2,1,37,18,0.00030700000934302807,19,1848,larbsa-pruned,MERGEDIRECT R:17
10,2,5,50,31,0.0006391659844666719,19,2072,larbsa-pruned-spacing,MERGEDIRECT R:17
10,2,7,68,56,0.0009044579928740859,12,2528,larbsa-8-pruned-spacing,MERGEDIRECT R:11
10,2,2,12,8,6.270798621699214e-05,4,920,rrt,
10,2,8,39,29,0.0006606249953620136,10,3080,jps,
10,2,1,98,79,0.0003682500100694597,19,6904,bf,
10,2,3,98,79,0.00035787501838058233,19,6904,spfa,
11,2,2,35,15,0.0004438749747350812,19,6168,da2,
11,2,1,98,79,0.0005854999762959778,19,11656,a2,
11,2,1,98,79,0.0008562079747207463,19,8968,lee,
11,2,0,36,16,0.00024345796555280685,20,1848,larbsa,MERGEINTRAIL R:17
11,2,11,49,30,0.00027604098431766033,19,2360,larbsa-pythag,MERGEPOINT R:18
11,2,1,36,17,0.0003057920257560909,19,1840,larbsa-pruned,MERGEDIRECT R:17
11,2,5,46,27,0.0005872919573448598,19,2040,larbsa-pruned-spacing,MERGEDIRECT R:17
11,2,7,63,51,0.0008289169636555016,12,2296,larbsa-8-pruned-spacing,MERGEDIRECT R:11
11,2,2,9,5,4.612503107637167e-05,4,512,rrt,
11,2,9,63,52,0.0017328329849988222,11,6072,jps,
11,2,1,98,79,0.00036741700023412704,19,6904,bf,
11,2,1,98,79,0.00036512501537799835,19,6904,spfa,
12,2,2,36,16,0.0004492499865591526,19,6176,da2,
12,2,1,99,80,0.0005934580112807453,19,11688,a2,
12,2,1,99,80,0.0008763750083744526,19,8968,lee,
12,2,0,37,17,0.00024804199347272515,20,1856,larbsa,MERGEINTRAIL R:17
12,2,11,49,30,0.00026720802998170257,19,2064,larbsa-pythag,MERGEPOINT R:17
12,2,1,37,18,0.00031337497057393193,19,1848,larbsa-pruned,MERGEDIRECT R:17
12,2,5,50,31,0.0007238750113174319,19,2072,larbsa-pruned-spacing,MERGEDIRECT R:17
12,2,8,51,41,0.0007372500258497894,10,1872,larbsa-8-pruned-spacing,MERGEINTRAIL R:8
12,2,2,15,11,8.170795626938343e-05,4,920,rrt,
12,2,8,39,29,0.0010502500226721168,10,3080,jps,
12,2,1,99,80,0.0006177499890327454,19,6904,bf,
12,2,1,99,80,0.0003664999967440963,19,6904,spfa,
13,2,2,36,16,0.0004385000211186707,19,6176,da2,
13,2,1,99,80,0.0005746249807998538,19,11688,a2,
13,2,1,99,80,0.0008672080002725124,19,8968,lee,
13,2,0,37,17,0.0002447080332785845,20,1856,larbsa,MERGEINTRAIL R:17
13,2,11,49,30,0.0002684589708223939,19,2064,larbsa-pythag,MERGEPOINT R:17
13,2,1,37,18,0.0003125410294160247,19,1848,larbsa-pruned,MERGEDIRECT R:17
13,2,5,50,31,0.0006280830129981041,19,2072,larbsa-pruned-spacing,MERGEDIRECT R:17
13,2,7,64,51,0.0008606250048615038,13,2272,larbsa-8-pruned-spacing,MERGEINTRAIL R:11
13,2,4,95,89,0.00553358398610726,6,6888,rrt,
13,2,9,54,43,0.0016384170157834888,11,5936,jps,
13,2,1,99,80,0.00037958298344165087,19,6904,bf,
13,2,1,99,80,0.0003618749906308949,19,6904,spfa,
14,2,3,36,16,0.00044650002382695675,19,6168,da2,
14,2,3,99,80,0.0005854999762959778,19,11688,a2,
14,2,3,99,80,0.0008829169673845172,19,8968,lee,
14,2,2,39,19,0.00027837499510496855,20,2496,larbsa,MERGEINTRAIL R:19
14,2,11,49,30,0.00027108401991426945,19,2064,larbsa-pythag,MERGEPOINT R:17
14,2,3,39,20,0.0003347080200910568,19,2488,larbsa-pruned,MERGEDIRECT R:19
14,2,7,50,31,0.0006278749788179994,19,2072,larbsa-pruned-spacing,MERGEDIRECT R:17
14,2,8,51,41,0.0007345000049099326,10,1872,larbsa-8-pruned-spacing,MERGEINTRAIL R:8
14,2,2,69,64,0.0010343340109102428,5,3368,rrt,
14,2,8,41,31,0.0007323749596253037,10,3080,jps,
14,2,3,99,80,0.00037762499414384365,19,6904,bf,
14,2,1,99,80,0.0003677499480545521,19,6904,spfa,
15,2,2,36,16,0.00044350000098347664,19,6176,da2,
15,2,1,98,79,0.0005522500141523778,19,11688,a2,
15,2,1,98,79,0.0009162090136669576,19,8968,lee,
15,2,0,37,17,0.000242541020270437,20,1856,larbsa,MERGEINTRAIL R:17
